,carat,cut,color,clarity,depth,table,price,x,y,z,cut_int,color_int,clarity_int,carat_category
14509,0.39,Very Good,G,SI2,62.7,54.0,581,4.64,4.71,2.93,3,4,3,"(0.196, 1.06]"
14510,0.79,Ideal,I,VS2,60.9,56.0,3710,5.97,5.99,3.64,5,2,5,"(0.196, 1.06]"
14511,0.9,Very Good,D,SI1,61.9,55.0,4514,6.18,6.22,3.84,3,7,2,"(0.196, 1.06]"
14512,1.2,Very Good,E,SI1,63.2,57.0,6373,6.75,6.69,4.25,3,6,2,"(1.06, 1.92]"
14513,0.4,Ideal,E,VS1,60.4,57.0,918,4.76,4.81,2.89,5,6,4,"(0.196, 1.06]"
14514,0.4,Premium,G,SI2,61.9,61.0,765,4.74,4.69,2.92,4,4,3,"(0.196, 1.06]"
14515,0.4,Very Good,G,VVS2,60.6,59.0,868,4.74,4.8,2.89,3,4,7,"(0.196, 1.06]"
14516,1.61,Very Good,E,SI2,62.6,60.0,10293,7.39,7.49,4.66,3,6,3,"(1.06, 1.92]"
14517,1.04,Premium,J,SI1,60.2,56.0,4036,6.61,6.54,3.96,4,1,2,"(0.196, 1.06]"
14518,0.9,Very Good,E,SI1,61.4,56.0,5387,6.19,6.23,3.81,3,6,2,"(0.196, 1.06]"
14519,0.77,Premium,E,SI2,61.7,61.0,2614,5.93,5.9,3.65,4,6,3,"(0.196, 1.06]"
14520,0.7,Premium,D,SI2,60.4,60.0,2596,5.79,5.74,3.48,4,7,3,"(0.196, 1.06]"
14521,0.88,Ideal,I,SI1,63.2,56.0,3264,6.04,6.09,3.83,5,2,2,"(0.196, 1.06]"
14522,0.38,Ideal,D,VVS2,61.3,56.0,1257,4.73,4.63,2.87,5,7,7,"(0.196, 1.06]"
14523,0.74,Premium,H,SI1,62.4,58.0,2300,5.75,5.7,3.57,4,3,2,"(0.196, 1.06]"
14524,1.71,Very Good,G,VS1,61.3,54.0,17206,7.69,7.74,4.73,3,4,4,"(1.06, 1.92]"
14525,0.5,Very Good,F,VS1,58.8,60.0,1657,5.18,5.2,3.05,3,5,4,"(0.196, 1.06]"
14526,0.6,Ideal,D,VS1,61.9,54.9,2527,5.4,5.43,3.35,5,7,4,"(0.196, 1.06]"
14527,0.8,Ideal,I,IF,62.4,58.0,3357,5.9,5.96,3.7,5,2,8,"(0.196, 1.06]"
14528,0.41,Ideal,J,VS1,60.2,57.0,647,4.81,4.85,2.91,5,1,4,"(0.196, 1.06]"
14529,0.9,Good,D,SI2,62.2,63.0,4382,6.14,6.23,3.85,2,7,3,"(0.196, 1.06]"
14530,0.32,Very Good,E,VVS1,59.0,61.0,748,4.44,4.47,2.63,3,6,6,"(0.196, 1.06]"
14531,0.32,Ideal,D,VS2,61.2,56.0,671,4.38,4.41,2.69,5,7,5,"(0.196, 1.06]"
14532,0.51,Good,F,SI1,64.1,58.0,1274,5.03,5.02,3.22,2,5,2,"(0.196, 1.06]"
14533,0.81,Very Good,F,SI1,62.2,56.0,3308,5.97,5.99,3.72,3,5,2,"(0.196, 1.06]"
14534,1.4,Premium,J,SI1,62.9,59.0,4939,7.16,7.07,4.48,4,1,2,"(1.06, 1.92]"
14535,1.1,Premium,H,SI1,62.1,58.0,4354,6.61,6.59,4.1,4,3,2,"(1.06, 1.92]"
14536,0.53,Very Good,G,VS1,63.2,55.0,1727,5.15,5.13,3.25,3,4,4,"(0.196, 1.06]"
14537,1.2,Very Good,H,SI1,61.6,61.0,6350,6.81,6.77,4.18,3,3,2,"(1.06, 1.92]"
14538,0.4,Premium,D,SI1,61.7,58.0,772,4.7,4.74,2.91,4,7,2,"(0.196, 1.06]"
14539,0.34,Very Good,I,SI1,61.8,57.0,447,4.46,4.51,2.77,3,2,2,"(0.196, 1.06]"
14540,0.32,Premium,F,VS2,61.7,58.0,828,4.41,4.38,2.71,4,5,5,"(0.196, 1.06]"
14541,1.21,Premium,H,VS2,60.8,58.0,6710,6.91,6.88,4.19,4,3,5,"(1.06, 1.92]"
14542,1.27,Premium,H,VS2,61.1,58.0,7849,6.96,6.88,4.23,4,3,5,"(1.06, 1.92]"
14543,0.36,Ideal,H,SI1,61.9,55.0,556,4.57,4.59,2.83,5,3,2,"(0.196, 1.06]"
14544,0.5,Ideal,E,SI2,61.4,57.0,1154,5.09,5.14,3.14,5,6,3,"(0.196, 1.06]"
14545,1.25,Very Good,G,VS2,63.5,60.0,8575,6.74,6.64,4.25,3,4,5,"(1.06, 1.92]"
14546,0.9,Very Good,H,VS1,62.9,58.0,4309,6.06,6.12,3.83,3,3,4,"(0.196, 1.06]"
14547,0.33,Ideal,E,VS2,62.6,57.0,928,4.42,4.37,2.75,5,6,5,"(0.196, 1.06]"
14548,0.9,Premium,F,VS1,62.7,58.0,5088,6.14,6.17,3.86,4,5,4,"(0.196, 1.06]"
14549,0.4,Ideal,D,VVS2,62.5,55.0,1010,4.73,4.77,2.97,5,7,7,"(0.196, 1.06]"
14550,0.5,Ideal,F,VVS1,62.0,58.0,2018,5.06,5.07,3.14,5,5,6,"(0.196, 1.06]"
14551,1.03,Very Good,H,SI1,63.3,57.0,4932,6.41,6.39,4.05,3,3,2,"(0.196, 1.06]"
14552,1.01,Ideal,E,SI2,62.2,55.0,4984,6.4,6.43,3.99,5,6,3,"(0.196, 1.06]"
14553,0.55,Ideal,F,VS1,61.8,55.0,2119,5.28,5.3,3.27,5,5,4,"(0.196, 1.06]"
14554,0.41,Ideal,F,VS1,62.0,56.0,1007,4.77,4.81,2.97,5,5,4,"(0.196, 1.06]"
14555,0.72,Ideal,J,VVS2,61.6,56.0,1996,5.76,5.73,3.54,5,1,7,"(0.196, 1.06]"
14556,0.4,Ideal,F,SI2,62.1,53.0,597,4.76,4.78,2.96,5,5,3,"(0.196, 1.06]"
14557,0.34,Ideal,G,VS2,62.2,57.0,765,4.47,4.44,2.77,5,4,5,"(0.196, 1.06]"
14558,0.9,Very Good,F,SI2,62.3,58.0,3519,6.16,6.19,3.85,3,5,3,"(0.196, 1.06]"
14559,0.86,Fair,G,VS1,64.6,58.8,3756,5.95,6.04,3.87,1,4,4,"(0.196, 1.06]"
14560,0.63,Very Good,H,VS2,61.2,59.2,1640,5.48,5.51,3.36,3,3,5,"(0.196, 1.06]"
14561,1.09,Ideal,H,SI1,61.9,56.0,4871,6.64,6.61,4.1,5,3,2,"(1.06, 1.92]"
14562,0.52,Premium,G,VS1,61.2,60.0,1815,5.19,5.13,3.16,4,4,4,"(0.196, 1.06]"
14563,0.3,Ideal,G,VVS1,62.0,58.0,764,4.27,4.31,2.66,5,4,6,"(0.196, 1.06]"
14564,0.9,Very Good,F,VS2,63.4,57.0,4637,6.19,6.08,3.89,3,5,5,"(0.196, 1.06]"
14565,0.91,Very Good,G,VS1,60.9,54.0,4590,6.27,6.38,3.85,3,4,4,"(0.196, 1.06]"
14566,1.52,Fair,H,I1,64.9,58.0,3504,7.18,7.13,4.65,1,3,1,"(1.06, 1.92]"
14567,1.0,Premium,G,VS2,62.1,57.0,5806,6.43,6.39,3.98,4,4,5,"(0.196, 1.06]"
14568,1.01,Ideal,G,VVS2,61.6,54.0,8662,6.51,6.55,4.02,5,4,7,"(0.196, 1.06]"
14569,0.56,Ideal,F,SI2,61.4,57.0,1279,5.3,5.33,3.26,5,5,3,"(0.196, 1.06]"
14570,0.3,Very Good,H,VS1,62.9,54.0,526,4.28,4.31,2.7,3,3,4,"(0.196, 1.06]"
14571,0.9,Good,H,SI2,64.3,60.0,3115,6.0,6.1,3.89,2,3,3,"(0.196, 1.06]"
14572,0.58,Ideal,H,SI1,61.9,59.0,1389,5.33,5.36,3.31,5,3,2,"(0.196, 1.06]"
14573,0.38,Very Good,I,VVS1,63.5,57.0,752,4.6,4.63,2.93,3,2,6,"(0.196, 1.06]"
14574,1.21,Very Good,G,VS2,62.0,58.0,7787,6.73,6.82,4.2,3,4,5,"(1.06, 1.92]"
14575,0.54,Ideal,G,SI1,61.4,54.0,1384,5.27,5.35,3.26,5,4,2,"(0.196, 1.06]"
14576,0.31,Ideal,E,VS2,60.7,57.0,642,4.39,4.41,2.67,5,6,5,"(0.196, 1.06]"
14577,0.33,Premium,I,VS1,61.1,59.0,521,4.44,4.47,2.72,4,2,4,"(0.196, 1.06]"
14578,0.7,Premium,E,SI1,61.2,60.0,2444,5.71,5.69,3.49,4,6,2,"(0.196, 1.06]"
14579,0.59,Ideal,J,SI1,61.3,57.0,1228,5.37,5.4,3.3,5,1,2,"(0.196, 1.06]"
14580,0.7,Ideal,I,SI1,61.6,53.0,2110,5.73,5.76,3.54,5,2,2,"(0.196, 1.06]"
14581,1.59,Premium,H,SI2,62.6,59.0,9385,7.42,7.4,4.64,4,3,3,"(1.06, 1.92]"
14582,0.37,Ideal,E,VVS2,61.6,55.0,1162,4.62,4.63,2.85,5,6,7,"(0.196, 1.06]"
14583,0.7,Ideal,I,VS1,61.8,55.0,2469,5.67,5.72,3.52,5,2,4,"(0.196, 1.06]"
14584,0.3,Very Good,H,VVS2,63.5,55.0,776,4.28,4.25,2.71,3,3,7,"(0.196, 1.06]"
14585,1.32,Premium,I,SI1,62.2,58.0,6171,6.99,7.04,4.36,4,2,2,"(1.06, 1.92]"
14586,0.3,Premium,F,IF,60.7,58.0,1013,4.37,4.33,2.64,4,5,8,"(0.196, 1.06]"
14587,0.97,Premium,G,SI1,62.6,58.0,4400,6.24,6.18,3.89,4,4,2,"(0.196, 1.06]"
14588,1.25,Ideal,H,SI2,62.2,55.4,5932,6.89,6.94,4.29,5,3,3,"(1.06, 1.92]"
14589,0.3,Premium,I,VS1,61.9,59.0,527,4.31,4.24,2.65,4,2,4,"(0.196, 1.06]"
14590,1.11,Premium,H,SI2,61.9,59.0,4973,6.6,6.56,4.07,4,3,3,"(1.06, 1.92]"
14591,0.34,Very Good,H,VS1,62.3,57.0,590,4.45,4.48,2.78,3,3,4,"(0.196, 1.06]"
14592,1.2,Ideal,D,VS2,62.3,56.0,9912,6.81,6.78,4.23,5,7,5,"(1.06, 1.92]"
14593,0.41,Very Good,E,SI1,63.3,57.0,969,4.75,4.73,3.0,3,6,2,"(0.196, 1.06]"
14594,1.04,Ideal,F,IF,61.8,55.0,10984,6.56,6.49,4.03,5,5,8,"(0.196, 1.06]"
14595,1.01,Good,E,VS1,63.8,60.0,7127,6.25,6.23,3.98,2,6,4,"(0.196, 1.06]"
14596,0.57,Ideal,E,SI1,61.9,57.0,2257,5.35,5.31,3.3,5,6,2,"(0.196, 1.06]"
14597,1.33,Ideal,F,VVS2,61.9,55.0,15031,7.02,7.07,4.36,5,5,7,"(1.06, 1.92]"
14598,1.22,Premium,E,VVS1,61.1,60.0,13824,6.87,6.85,4.19,4,6,6,"(1.06, 1.92]"
14599,1.05,Very Good,D,SI1,61.6,61.0,5255,6.5,6.55,4.02,3,7,2,"(0.196, 1.06]"
14600,1.24,Ideal,I,VS2,62.4,57.0,5638,6.82,6.9,4.28,5,2,5,"(1.06, 1.92]"
14601,0.52,Ideal,I,SI1,61.8,55.0,1074,5.16,5.19,3.2,5,2,2,"(0.196, 1.06]"
14602,2.22,Very Good,J,SI1,58.7,60.0,13782,8.51,8.57,5.01,3,1,2,"(1.92, 2.78]"
14603,0.51,Ideal,D,SI1,62.4,57.0,1687,5.13,5.09,3.19,5,7,2,"(0.196, 1.06]"
14604,0.36,Premium,F,VS2,59.4,56.0,905,4.71,4.69,2.79,4,5,5,"(0.196, 1.06]"
14605,0.45,Good,E,SI1,63.9,57.0,1063,4.86,4.81,3.09,2,6,2,"(0.196, 1.06]"
14606,0.31,Premium,D,VS2,60.7,59.0,734,4.35,4.38,2.65,4,7,5,"(0.196, 1.06]"
14607,1.08,Premium,I,SI1,62.2,58.0,4476,6.6,6.56,4.09,4,2,2,"(1.06, 1.92]"
14608,0.46,Very Good,E,VS1,58.7,60.0,1452,5.08,5.15,3.0,3,6,4,"(0.196, 1.06]"
14609,1.01,Ideal,G,VS2,63.0,57.0,6027,6.42,6.35,4.02,5,4,5,"(0.196, 1.06]"
14610,0.31,Ideal,F,VVS1,62.4,54.0,840,4.33,4.35,2.71,5,5,6,"(0.196, 1.06]"
14611,0.82,Ideal,F,SI1,61.3,55.0,3439,6.06,6.08,3.72,5,5,2,"(0.196, 1.06]"
14612,2.04,Good,D,SI1,61.9,60.0,18468,8.15,8.11,5.03,2,7,2,"(1.92, 2.78]"
14613,1.08,Very Good,H,VVS1,63.1,57.0,6623,6.57,6.52,4.13,3,3,6,"(1.06, 1.92]"
14614,0.57,Premium,D,VS2,61.9,58.0,1944,5.32,5.35,3.3,4,7,5,"(0.196, 1.06]"
14615,0.31,Ideal,D,VS1,60.5,57.0,752,4.39,4.41,2.66,5,7,4,"(0.196, 1.06]"
14616,0.57,Ideal,F,VVS1,61.3,56.0,3343,5.4,5.37,3.3,5,5,6,"(0.196, 1.06]"
14617,0.7,Very Good,F,VVS2,58.5,60.0,3028,5.82,5.94,3.44,3,5,7,"(0.196, 1.06]"
14618,0.41,Ideal,E,VS1,61.7,57.0,1079,4.76,4.8,2.95,5,6,4,"(0.196, 1.06]"
14619,0.32,Ideal,E,VVS2,61.0,55.0,808,4.43,4.45,2.71,5,6,7,"(0.196, 1.06]"
14620,0.71,Good,I,VS1,64.2,56.0,2161,5.62,5.66,3.62,2,2,4,"(0.196, 1.06]"
14621,0.44,Ideal,E,VS2,61.6,54.0,936,4.9,4.97,3.04,5,6,5,"(0.196, 1.06]"
14622,1.83,Fair,J,I1,70.0,58.0,5083,7.34,7.28,5.12,1,1,1,"(1.06, 1.92]"
14623,0.57,Ideal,F,VVS2,60.6,56.0,2722,5.35,5.38,3.25,5,5,7,"(0.196, 1.06]"
14624,0.52,Ideal,D,SI1,61.8,57.0,1600,5.14,5.19,3.19,5,7,2,"(0.196, 1.06]"
14625,1.51,Premium,H,I1,60.9,56.0,4404,7.38,7.26,4.46,4,3,1,"(1.06, 1.92]"
14626,0.91,Very Good,E,VS2,62.9,55.0,4823,6.13,6.17,3.87,3,6,5,"(0.196, 1.06]"
14627,1.01,Fair,E,VVS1,66.1,55.0,8529,6.19,6.1,4.06,1,6,6,"(0.196, 1.06]"
14628,1.0,Ideal,E,SI1,62.4,55.0,6324,6.34,6.42,3.98,5,6,2,"(0.196, 1.06]"
14629,1.03,Ideal,F,VS1,60.7,56.0,7429,6.6,6.54,3.99,5,5,4,"(0.196, 1.06]"
14630,2.03,Ideal,H,SI2,61.8,56.0,15143,8.1,8.15,5.02,5,3,3,"(1.92, 2.78]"
14631,0.3,Premium,G,VVS2,61.2,58.0,684,4.32,4.34,2.65,4,4,7,"(0.196, 1.06]"
14632,0.35,Very Good,F,VS2,61.1,62.0,706,4.5,4.54,2.76,3,5,5,"(0.196, 1.06]"
14633,0.9,Ideal,H,VS2,61.9,58.0,4403,6.2,6.24,3.85,5,3,5,"(0.196, 1.06]"
14634,0.51,Good,G,VS2,63.5,57.0,1343,5.05,5.06,3.21,2,4,5,"(0.196, 1.06]"
14635,0.43,Very Good,I,VVS2,60.5,59.0,838,4.86,4.89,2.95,3,2,7,"(0.196, 1.06]"
14636,0.59,Ideal,I,VS1,61.8,55.0,1401,5.41,5.43,3.35,5,2,4,"(0.196, 1.06]"
14637,0.3,Ideal,H,VS2,62.4,54.0,491,4.31,4.34,2.7,5,3,5,"(0.196, 1.06]"
14638,0.64,Ideal,E,VS1,60.8,56.0,2679,5.61,5.59,3.41,5,6,4,"(0.196, 1.06]"
14639,1.09,Premium,D,SI1,61.6,58.0,5799,6.61,6.57,4.06,4,7,2,"(1.06, 1.92]"
14640,0.54,Ideal,F,SI2,62.2,56.0,1065,5.21,5.24,3.25,5,5,3,"(0.196, 1.06]"
14641,0.51,Ideal,D,VS1,61.6,57.0,1962,5.13,5.16,3.17,5,7,4,"(0.196, 1.06]"
14642,1.02,Good,G,VS2,63.7,57.0,5943,6.24,6.31,4.0,2,4,5,"(0.196, 1.06]"
14643,1.65,Ideal,I,VS2,61.5,57.0,12495,7.59,7.65,4.69,5,2,5,"(1.06, 1.92]"
14644,1.18,Ideal,I,SI1,62.2,56.0,5088,6.85,6.75,4.23,5,2,2,"(1.06, 1.92]"
14645,1.2,Premium,E,SI2,62.6,56.0,6397,6.84,6.77,4.26,4,6,3,"(1.06, 1.92]"
14646,1.0,Premium,H,SI1,59.0,60.0,4389,6.52,6.56,3.86,4,3,2,"(0.196, 1.06]"
14647,1.04,Ideal,H,SI2,61.7,57.0,4543,6.54,6.49,4.02,5,3,3,"(0.196, 1.06]"
14648,0.54,Ideal,F,VVS2,62.1,54.0,2180,5.24,5.26,3.26,5,5,7,"(0.196, 1.06]"
14649,0.52,Premium,D,SI1,60.7,58.0,1376,5.23,5.18,3.16,4,7,2,"(0.196, 1.06]"
14650,0.72,Ideal,D,SI2,61.8,56.0,2618,5.75,5.78,3.56,5,7,3,"(0.196, 1.06]"
14651,0.3,Very Good,G,SI1,61.0,58.0,432,4.3,4.32,2.63,3,4,2,"(0.196, 1.06]"
14652,0.41,Premium,G,SI1,61.3,58.0,923,4.8,4.76,2.93,4,4,2,"(0.196, 1.06]"
14653,0.72,Ideal,G,VS1,61.0,55.0,3478,5.81,5.83,3.55,5,4,4,"(0.196, 1.06]"
14654,0.35,Very Good,I,VS2,62.9,57.0,491,4.5,4.53,2.84,3,2,5,"(0.196, 1.06]"
14655,0.42,Ideal,E,VVS1,61.8,56.0,1176,4.81,4.83,2.98,5,6,6,"(0.196, 1.06]"
14656,0.63,Ideal,F,SI1,62.6,56.0,1698,5.53,5.49,3.45,5,5,2,"(0.196, 1.06]"
14657,0.9,Very Good,E,SI2,63.2,61.0,3239,6.06,5.99,3.81,3,6,3,"(0.196, 1.06]"
14658,0.51,Very Good,H,VVS2,62.2,61.0,1577,5.06,5.1,3.16,3,3,7,"(0.196, 1.06]"
14659,0.4,Ideal,G,VVS1,61.3,56.0,977,4.74,4.75,2.91,5,4,6,"(0.196, 1.06]"
14660,0.41,Ideal,E,VS2,61.8,54.0,935,4.76,4.79,2.95,5,6,5,"(0.196, 1.06]"
14661,0.91,Very Good,E,VS2,59.4,59.0,4795,6.3,6.36,3.76,3,6,5,"(0.196, 1.06]"
14662,1.1,Ideal,E,SI2,61.6,56.0,5359,6.66,6.63,4.09,5,6,3,"(1.06, 1.92]"
14663,0.31,Good,D,SI1,63.5,57.0,571,4.28,4.32,2.73,2,7,2,"(0.196, 1.06]"
14664,1.11,Ideal,F,SI2,61.7,55.0,4942,6.66,6.63,4.1,5,5,3,"(1.06, 1.92]"
14665,0.32,Ideal,H,VVS1,60.4,57.0,730,4.42,4.46,2.68,5,3,6,"(0.196, 1.06]"
14666,0.43,Ideal,I,VVS1,61.6,54.0,848,4.88,4.92,3.02,5,2,6,"(0.196, 1.06]"
14667,0.71,Good,F,SI1,63.9,57.0,2331,5.57,5.61,3.57,2,5,2,"(0.196, 1.06]"
14668,1.01,Good,F,SI1,64.2,58.0,4199,6.31,6.33,4.06,2,5,2,"(0.196, 1.06]"
14669,1.23,Ideal,H,IF,61.3,57.0,8585,6.92,6.87,4.23,5,3,8,"(1.06, 1.92]"
14670,1.59,Premium,I,VS2,59.9,60.0,9474,7.61,7.57,4.55,4,2,5,"(1.06, 1.92]"
14671,0.27,Ideal,F,VS2,60.3,56.0,577,4.24,4.27,2.56,5,5,5,"(0.196, 1.06]"
14672,1.0,Very Good,G,SI2,62.8,57.0,4207,6.31,6.37,3.98,3,4,3,"(0.196, 1.06]"
14673,0.5,Ideal,F,VS2,62.0,56.0,1581,5.07,5.11,3.15,5,5,5,"(0.196, 1.06]"
14674,0.31,Premium,E,VVS2,61.3,60.0,816,4.33,4.35,2.66,4,6,7,"(0.196, 1.06]"
14675,1.5,Premium,I,VS2,62.3,58.0,8820,7.31,7.26,4.54,4,2,5,"(1.06, 1.92]"
14676,0.62,Good,D,VS2,58.9,64.0,2288,5.62,5.55,3.29,2,7,5,"(0.196, 1.06]"
14677,0.39,Very Good,H,SI2,62.4,59.0,562,4.58,4.65,2.88,3,3,3,"(0.196, 1.06]"
14678,1.81,Premium,E,SI2,58.2,61.0,13561,8.09,8.02,4.69,4,6,3,"(1.06, 1.92]"
14679,0.42,Good,D,SI2,63.1,56.0,653,4.74,4.8,3.01,2,7,3,"(0.196, 1.06]"
14680,1.0,Premium,E,SI1,61.0,61.0,4805,6.45,6.4,3.92,4,6,2,"(0.196, 1.06]"
14681,1.06,Very Good,D,VVS1,61.8,57.0,11815,6.49,6.52,4.03,3,7,6,"(0.196, 1.06]"
14682,1.2,Ideal,G,VS1,62.6,54.3,8687,6.76,6.8,4.25,5,4,4,"(1.06, 1.92]"
14683,0.32,Premium,F,VS2,61.1,58.0,828,4.42,4.39,2.69,4,5,5,"(0.196, 1.06]"
14684,0.31,Good,G,VS2,64.4,54.0,531,4.24,4.29,2.75,2,4,5,"(0.196, 1.06]"
14685,0.72,Ideal,G,SI2,62.3,54.0,2295,5.76,5.79,3.6,5,4,3,"(0.196, 1.06]"
14686,0.5,Good,E,VVS1,58.3,62.0,2008,5.16,5.23,3.03,2,6,6,"(0.196, 1.06]"
14687,0.27,Ideal,F,VS1,61.7,57.0,577,4.15,4.18,2.57,5,5,4,"(0.196, 1.06]"
14688,0.35,Ideal,F,SI2,62.8,55.0,591,4.53,4.48,2.83,5,5,3,"(0.196, 1.06]"
14689,1.75,Ideal,G,VS2,62.1,57.0,16803,7.73,7.69,4.79,5,4,5,"(1.06, 1.92]"
14690,0.38,Ideal,I,SI1,62.3,56.0,581,4.58,4.63,2.87,5,2,2,"(0.196, 1.06]"
14691,0.3,Good,D,VVS1,63.3,61.0,825,4.21,4.23,2.67,2,7,6,"(0.196, 1.06]"
14692,0.39,Ideal,G,VVS1,62.0,56.0,978,4.66,4.7,2.9,5,4,6,"(0.196, 1.06]"
14693,0.35,Ideal,D,SI1,61.6,57.0,644,4.54,4.55,2.8,5,7,2,"(0.196, 1.06]"
14694,0.35,Ideal,F,VS2,62.4,57.0,706,4.5,4.51,2.81,5,5,5,"(0.196, 1.06]"
14695,0.42,Ideal,D,VS1,61.4,55.0,1006,4.8,4.9,2.98,5,7,4,"(0.196, 1.06]"
14696,1.08,Ideal,D,SI2,60.2,57.0,5247,6.63,6.67,4.0,5,7,3,"(1.06, 1.92]"
14697,1.07,Very Good,G,SI2,62.9,59.0,4321,6.51,6.58,4.12,3,4,3,"(1.06, 1.92]"
14698,0.33,Premium,I,VS1,61.1,59.0,668,4.47,4.44,2.72,4,2,4,"(0.196, 1.06]"
14699,1.0,Very Good,I,VS2,63.2,58.0,3265,6.43,6.32,4.03,3,2,5,"(0.196, 1.06]"
14700,0.43,Ideal,J,VS1,62.1,55.0,679,4.84,4.86,3.01,5,1,4,"(0.196, 1.06]"
14701,1.59,Ideal,G,VS2,61.8,56.0,9794,7.51,7.44,4.62,5,4,5,"(1.06, 1.92]"
14702,0.72,Ideal,F,SI2,61.1,59.0,2466,5.74,5.79,3.52,5,5,3,"(0.196, 1.06]"
14703,0.6,Premium,F,SI2,59.5,61.0,1272,5.48,5.45,3.26,4,5,3,"(0.196, 1.06]"
14704,1.73,Premium,H,SI1,62.4,58.0,11969,7.61,7.64,4.76,4,3,2,"(1.06, 1.92]"
14705,1.52,Ideal,H,SI1,61.4,55.0,10239,7.38,7.48,4.56,5,3,2,"(1.06, 1.92]"
14706,0.53,Premium,F,VS2,61.6,57.1,1712,5.15,5.21,3.19,4,5,5,"(0.196, 1.06]"
14707,1.11,Ideal,H,VVS2,61.4,57.0,6837,6.63,6.67,4.08,5,3,7,"(1.06, 1.92]"
14708,2.0,Premium,H,SI2,58.9,57.0,12210,8.09,58.9,8.06,4,3,3,"(1.92, 2.78]"
14709,0.54,Premium,F,VS2,59.5,58.0,1786,5.36,5.29,3.17,4,5,5,"(0.196, 1.06]"
14710,0.51,Ideal,G,IF,61.4,54.0,2208,5.18,5.24,3.2,5,4,8,"(0.196, 1.06]"
14711,1.11,Very Good,D,SI2,59.9,57.0,5042,6.72,6.74,4.03,3,7,3,"(1.06, 1.92]"
14712,1.52,Premium,J,VS1,62.4,59.0,8258,7.36,7.31,4.58,4,1,4,"(1.06, 1.92]"
14713,2.02,Ideal,H,SI2,62.4,56.0,12680,8.14,8.04,5.06,5,3,3,"(1.92, 2.78]"
14714,1.01,Very Good,I,SI2,61.4,63.0,3792,6.33,6.38,3.9,3,2,3,"(0.196, 1.06]"
14715,0.7,Very Good,H,VS1,62.4,57.0,2145,5.64,5.7,3.54,3,3,4,"(0.196, 1.06]"
14716,0.7,Ideal,E,VS1,62.1,56.0,3472,5.7,5.66,3.53,5,6,4,"(0.196, 1.06]"
14717,0.32,Very Good,F,VVS1,61.5,56.0,886,4.38,4.4,2.7,3,5,6,"(0.196, 1.06]"
14718,0.31,Premium,J,VS2,62.5,60.0,380,4.31,4.36,2.71,4,1,5,"(0.196, 1.06]"
14719,1.26,Premium,H,SI2,61.3,57.0,6350,6.96,6.87,4.24,4,3,3,"(1.06, 1.92]"
14720,0.5,Premium,F,VS2,62.2,59.0,1436,5.06,5.1,3.16,4,5,5,"(0.196, 1.06]"
14721,0.51,Ideal,E,SI1,62.1,55.0,1438,5.09,5.15,3.18,5,6,2,"(0.196, 1.06]"
14722,1.01,Very Good,F,VVS1,62.8,60.0,9667,6.4,6.34,4.0,3,5,6,"(0.196, 1.06]"
14723,1.0,Premium,E,SI1,61.7,58.0,5396,6.42,6.35,3.94,4,6,2,"(0.196, 1.06]"
14724,1.13,Premium,G,I1,61.2,58.0,3746,6.77,6.66,4.11,4,4,1,"(1.06, 1.92]"
14725,1.0,Premium,G,VS2,60.0,59.0,6451,6.54,6.46,3.9,4,4,5,"(0.196, 1.06]"
14726,1.21,Ideal,F,VS1,59.7,57.0,9335,6.94,6.92,4.14,5,5,4,"(1.06, 1.92]"
14727,0.34,Ideal,I,SI1,60.2,57.0,589,4.54,4.5,2.72,5,2,2,"(0.196, 1.06]"
14728,1.22,Premium,I,VS1,61.1,58.0,6121,6.91,6.84,4.2,4,2,4,"(1.06, 1.92]"
14729,0.9,Premium,F,SI2,58.5,60.0,2681,6.3,6.25,3.67,4,5,3,"(0.196, 1.06]"
14730,1.51,Ideal,I,VVS2,61.6,58.0,10821,7.35,7.4,4.54,5,2,7,"(1.06, 1.92]"
14731,1.01,Good,G,SI1,63.6,57.0,4588,6.33,6.37,4.04,2,4,2,"(0.196, 1.06]"
14732,0.72,Very Good,E,VS2,62.9,57.0,2990,5.68,5.73,3.59,3,6,5,"(0.196, 1.06]"
14733,0.32,Ideal,E,VS2,62.0,57.0,702,4.39,4.41,2.73,5,6,5,"(0.196, 1.06]"
14734,0.9,Very Good,F,SI1,61.7,60.0,3854,6.19,6.22,3.83,3,5,2,"(0.196, 1.06]"
14735,0.82,Ideal,F,VS2,61.3,56.0,4931,6.02,6.05,3.7,5,5,5,"(0.196, 1.06]"
14736,0.38,Ideal,G,VVS2,62.2,54.3,929,4.63,4.66,2.89,5,4,7,"(0.196, 1.06]"
14737,1.05,Ideal,D,SI2,62.1,58.0,5702,6.49,6.52,4.04,5,7,3,"(0.196, 1.06]"
14738,0.52,Ideal,E,VS2,61.3,55.0,1644,5.19,5.22,3.19,5,6,5,"(0.196, 1.06]"
14739,0.7,Very Good,E,SI2,62.6,55.0,2263,5.62,5.69,3.54,3,6,3,"(0.196, 1.06]"
14740,2.01,Good,H,VS2,64.1,59.0,18474,7.91,7.85,5.05,2,3,5,"(1.92, 2.78]"
14741,0.9,Premium,F,SI1,62.0,55.0,4183,6.2,6.16,3.83,4,5,2,"(0.196, 1.06]"
14742,0.33,Very Good,G,VS2,59.3,61.0,579,4.49,4.51,2.67,3,4,5,"(0.196, 1.06]"
